연번,상가유형,호선,역명,상가번호,면적(제곱미터),영업업종,계약시작일자,계약종료일자,월임대료,사업진행단계
879,복합,5호선,천호(5)역,547-112,30.65,패션잡화,2022-11-05,2027-11-04,4082325,
880,복합,5호선,천호(5)역,547-113,23.54,화장품,2022-11-05,2027-11-04,3135332,
881,복합,5호선,천호(5)역,547-114,23.54,화장품,2022-11-05,2027-11-04,3135332,
882,복합,5호선,천호(5)역,547-115,23.54,화장품,2022-11-05,2027-11-04,3135332,
883,복합,5호선,천호(5)역,547-116,47.32,패션잡화,2022-11-05,2027-11-04,6567227,
884,복합,5호선,천호(5)역,547-117,34.15,식음료,2022-11-05,2027-11-04,4739451,
885,복합,5호선,천호(5)역,547-119,34.17,패션잡화,2022-11-05,2027-11-04,4742227,
886,복합,5호선,천호(5)역,547-121,66.6,의약업,2022-11-05,2027-11-04,7893765,
887,복합,5호선,천호(5)역,547-122,72.11,식음료,2022-11-05,2027-11-04,8546838,
888,복합,5호선,천호(5)역,547-123,22.41,식음료,2022-11-05,2027-11-04,2656145,
889,복합,5호선,천호(5)역,547-124,23.42,패션잡화,2022-11-05,2027-11-04,2775855,
890,복합,5호선,천호(5)역,547-125,19.59,식음료,2022-11-05,2027-11-04,2321905,
891,복합,5호선,천호(5)역,547-126,38.7,사무실,2022-11-05,2027-11-04,1309027,
892,복합,5호선,천호(5)역,547-127,23.92,기타,2022-11-05,2027-11-04,3185944,
893,복합,5호선,천호(5)역,547-128,47.55,패션잡화,2022-11-05,2027-11-04,6333264,
894,복합,5호선,천호(5)역,547-201,22.38,패션잡화,2022-11-05,2027-11-04,2069963,
895,복합,5호선,천호(5)역,547-202,56.22,패션잡화,2022-11-05,2027-11-04,5199881,
896,복합,5호선,천호(5)역,547-203,238.24,식음료,2022-11-05,2027-11-04,22035215,
897,개별(일반),5호선,강동역,548-101,15,식음료,2020-03-02,2025-04-01,2842500,
898,개별(일반),5호선,강동역,548-102,15,패션잡화,2019-12-20,2025-01-18,2638000,
899,네트워크,5호선,강동역,548-103,57.26,편의점,2023-09-22,2028-10-04,6532500,
900,개별(일반),5호선,강동역,548-104,24.44,기타,2020-10-23,2025-11-22,1880000,
901,소송상가,5호선,강동역,548-301,29.58,패션잡화,2016-11-07,2022-02-05,14919520,
902,소송상가,5호선,강동역,548-302,31.58,식음료,2016-11-07,2022-02-05,,
903,소송상가,5호선,강동역,548-303,20.44,식음료,2016-11-07,2022-02-05,,
904,소송상가,5호선,강동역,548-304,96.47,기타,2016-11-07,2022-02-05,,
905,소송상가,5호선,강동역,548-305,202.41,패션잡화,2016-11-07,2022-02-05,,
906,소송상가,5호선,강동역,548-306,16.4,기타,2016-11-07,2022-02-05,,
907,네트워크,5호선,길동역,549-101,31.82,편의점,2023-09-22,2028-10-04,2281500,
908,네트워크,5호선,굽은다리역,550-101,30,편의점,2023-09-22,2028-10-04,3607500,
909,네트워크,5호선,굽은다리역,550-102,14.5,기타,2022-09-07,2028-02-04,242291,
910,임대진행,5호선,굽은다리역,550-103,34.43,,,,,3단계. 감정평가
911,개별(일반),5호선,굽은다리역,550-104,34.43,패션잡화,2020-09-18,2025-10-18,2516600,
912,개별(일반),5호선,굽은다리역,550-105,23,식음료,2018-09-28,2023-10-27,3130000,
913,네트워크,5호선,명일역,551-101,30,편의점,2023-09-22,2028-10-04,3412500,
914,개별(일반),5호선,명일역,551-102,44.27,패션잡화,2018-10-23,2023-11-21,2300000,
915,개별(일반),5호선,명일역,551-103,25.05,무인프린트,2022-10-31,2027-11-30,894900,
916,네트워크,5호선,명일역,551-104,29.77,기타,2023-06-05,2028-08-14,1067719,
917,네트워크,5호선,고덕역,552-101,28.62,편의점,2023-09-22,2028-10-04,3354000,
918,개별(일반),5호선,고덕역,552-102,42.94,식음료,2022-12-15,2028-01-14,5555500,
919,네트워크,5호선,상일동역,553-101,31.46,편의점,2023-09-22,2028-10-04,3588000,
920,개별(일반),5호선,상일동역,553-102,17.85,패션잡화,2019-04-02,2024-05-01,1100000,
921,개별(일반),5호선,상일동역,553-103,17.92,식음료,2017-09-16,2024-10-15,1201900,
922,네트워크,5호선,둔촌동역,554-101,29,편의점,2023-09-22,2028-10-04,3295500,
923,개별(일반),5호선,둔촌동역,554-102,28.71,식음료,2023-05-19,2028-06-18,2273000,
924,개별(일반),5호선,둔촌동역,554-103,13.5,패션잡화,2019-12-21,2025-01-19,2065000,
925,공실,5호선,둔촌동역,554-104,31.17,,,,,2단계. 시설물 점검
926,개별(일반),5호선,둔촌동역,554-105,49.53,패션잡화,2023-05-26,2028-06-25,3900000,
927,네트워크,5호선,올림픽공원역,555-201,37.2,편의점,2023-09-22,2028-10-04,2437500,
928,개별(일반),5호선,방이역,556-101,19.3,패션잡화,2022-04-28,2027-05-28,1030000,
929,네트워크,5호선,방이역,556-102,36.48,편의점,2023-09-22,2028-10-04,3978000,
930,네트워크,5호선,오금(5)역,557-101,27.38,편의점,2023-09-22,2028-10-04,2691000,
931,네트워크,5호선,개롱역,558-101,40,편의점,2023-09-22,2028-10-04,3490500,
932,네트워크,5호선,거여역,559-101,28.98,편의점,2023-09-22,2028-10-04,3159000,
933,네트워크,5호선,마천역,560-201,30,편의점,2023-09-22,2028-10-04,2944500,
934,네트워크,6호선,응암역,610-101,34.64,식음료,2021-09-06,2026-11-05,7940972,
935,네트워크,6호선,응암역,610-102,30,기타,2023-06-05,2028-08-14,2032373,
936,네트워크,6호선,응암역,610-103,50,식음료,2022-12-02,2028-04-01,3959838,
937,네트워크,6호선,응암역,610-104,31,화장품,2022-08-01,2027-12-29,2214894,
938,개별(일반),6호선,응암역,610-105,15,패션잡화,2022-10-25,2027-11-24,1562000,
939,네트워크,6호선,응암역,610-201,38.8,편의점,2022-02-03,2027-05-04,12005352,
940,네트워크,6호선,역촌역,611-101,31.5,편의점,2022-02-03,2027-05-04,2585123,
941,네트워크,6호선,역촌역,611-102,72,공유오피스,2022-12-30,2028-05-29,761426,
942,네트워크,6호선,역촌역,611-103,37,공유오피스,2022-12-30,2028-05-29,,
943,네트워크,6호선,역촌역,611-104,37,공유오피스,2022-12-30,2028-05-29,,
944,개별(일반),6호선,불광(6)역,612-101,43,기타,2020-02-24,2025-02-24,495000,
945,네트워크,6호선,불광(6)역,612-202,30,편의점,2022-02-03,2027-05-04,898305,
946,네트워크,6호선,독바위역,613-101,31.3,편의점,2022-02-03,2027-05-04,1839752,
947,임대진행,6호선,독바위역,613-102,85,,,,,5단계. 입찰공고
948,네트워크,6호선,연신내(6)역,614-101,44,편의점,2022-02-03,2027-05-04,8734634,
949,개별(일반),6호선,연신내(6)역,614-301,12,식음료,2020-02-24,2025-03-25,1386900,
950,네트워크,6호선,연신내(6)역,614-302,26.6,패션잡화,2018-05-12,2023-07-10,2500150,
951,네트워크,6호선,구산역,615-101,33.2,편의점,2022-02-03,2027-05-04,5228359,
952,공실,6호선,구산역,615-103,30,,,,,2단계. 시설물 점검
953,네트워크,6호선,구산역,615-104,33,밀키트,2023-06-23,2028-09-01,898612,
954,개별(일반),6호선,새절역,616-101,43.6,식음료,2023-08-28,2028-09-27,3316600,
955,네트워크,6호선,새절역,616-102,25,편의점,2022-02-03,2027-05-04,6460036,
956,개별(일반),6호선,새절역,616-103,30.14,패션잡화,2021-03-18,2026-04-17,3780000,
957,개별(일반),6호선,새절역,616-104,26,패션잡화,2018-10-23,2023-11-21,3595400,
958,네트워크,6호선,증산역,617-101,28,편의점,2022-02-03,2027-05-04,5775771,
959,개별(일반),6호선,증산역,617-102,31,패션잡화,2020-07-13,2025-08-12,3154000,
960,네트워크,6호선,증산역,617-103,37,기타,2022-09-07,2028-02-04,1758781,
961,네트워크,6호선,증산역,617-104,29,화장품,2022-08-01,2027-12-29,1414221,
962,임대진행,6호선,증산역,617-105,48,,,,,5단계. 입찰공고
963,개별(일반),6호선,디지털미디어시티역,618-003,95.86,의약업,2016-10-20,2027-01-18,3882000,
964,개별(대형),6호선,디지털미디어시티역,618-004,212.39,의약업,2016-10-21,2027-01-19,4970000,
965,네트워크,6호선,디지털미디어시티역,618-101,31.64,패션잡화,2023-07-17,2028-08-31,1805480,
966,네트워크,6호선,디지털미디어시티역,618-102,33,편의점,2022-02-03,2027-05-04,4574703,
967,임대진행,6호선,디지털미디어시티역,618-103,30,,,,,5단계. 입찰공고
968,임대진행,6호선,디지털미디어시티역,618-104,110,,,,,5단계. 입찰공고
969,개별(일반),6호선,디지털미디어시티역,618-106,40,기타,2023-09-01,2028-10-01,1457500,
970,개별(일반),6호선,디지털미디어시티역,618-107,30,기타,2023-09-01,2028-10-01,1093100,
971,임대진행,6호선,디지털미디어시티역,618-108,81,,,,,5단계. 입찰공고
972,네트워크,6호선,디지털미디어시티역,618-109,33,화장품,2022-08-01,2027-12-29,1684136,
973,네트워크,6호선,월드컵경기장역,619-201,43,편의점,2022-02-03,2027-05-04,2765893,
974,네트워크,6호선,마포구청역,620-101,39,편의점,2022-02-03,2027-05-04,6487761,
975,임대진행,6호선,마포구청역,620-102,32.58,,,,,5단계. 입찰공고
976,개별(일반),6호선,마포구청역,620-104,73,사무실,2022-03-11,2027-04-10,508200,
977,임대진행,6호선,마포구청역,620-201,40,,,,,5단계. 입찰공고
978,네트워크,6호선,마포구청역,620-202,51,화장품,2022-08-01,2027-12-29,1793009,
979,개별(일반),6호선,마포구청역,620-204,44,패션잡화,2023-03-27,2028-04-26,900000,
980,네트워크,6호선,망원역,621-101,28,편의점,2022-02-03,2027-05-04,5682613,
981,개별(일반),6호선,망원역,621-102,45.17,패션잡화,2021-11-17,2026-12-17,2120000,
982,네트워크,6호선,망원역,621-103,29,화장품,2022-08-01,2027-12-29,1052443,
983,개별(일반),6호선,망원역,621-104,50,무인프린트,2023-06-19,2028-07-19,1333300,
984,네트워크,6호선,망원역,621-105,39,식음료,2023-02-27,2028-05-28,3545670,
985,개별(일반),6호선,합정(6)역,622-101,28.51,식음료,2021-03-15,2026-04-14,4033300,
986,네트워크,6호선,합정(6)역,622-102,37.67,패션잡화,2018-05-12,2023-07-10,4586462,
987,네트워크,6호선,합정(6)역,622-103,45,편의점,2022-02-03,2027-05-04,14622415,
988,개별(일반),6호선,합정(6)역,622-106,58,기타,,,,
989,공실,6호선,합정(6)역,622-107,42.41,,,,,2단계. 시설물 점검
990,복합,6호선,합정(6)역,622-108,50,의약업,2022-08-11,2028-01-08,3443200,
991,복합,6호선,합정(6)역,622-109,60,의약업,2022-08-11,2028-01-08,6045050,
992,복합,6호선,합정(6)역,622-117,75,의약업,2022-08-11,2028-01-08,5169950,
993,개별(일반),6호선,합정(6)역,622-301,11.7,식음료,2021-07-09,2026-08-08,4500000,
994,소송상가,6호선,합정(6)역,622-302,42.2,패션잡화,2017-02-22,2022-05-23,8057669,
995,개별(일반),6호선,합정(6)역,622-303,15.8,식음료,2022-04-28,2027-05-28,12570000,
996,개별(일반),6호선,합정(6)역,622-304,33.2,기타,,,,
997,소송상가,6호선,합정(6)역,622-305,90.4,패션잡화,2017-02-22,2022-05-23,14505111,
998,소송상가,6호선,합정(6)역,622-306,12.6,화장품,2017-02-22,2022-05-23,1986274,
999,네트워크,6호선,합정(6)역,622-307,22.54,플라워,2018-11-27,2024-01-25,2778807,
1000,네트워크,6호선,합정(6)역,622-308,33.9,패션잡화,2022-12-16,2028-04-15,2942357,
1001,네트워크,6호선,상수역,623-101,33,화장품,2023-08-09,2028-09-23,2599000,
1002,공실,6호선,상수역,623-102,33,,,,,2단계. 시설물 점검
1003,네트워크,6호선,상수역,623-201,35,편의점,2022-02-03,2027-05-04,7569055,
1004,네트워크,6호선,상수역,623-202,29,밀키트,2023-06-23,2028-09-01,919947,
1005,개별(일반),6호선,상수역,623-203,38,기타,2023-04-27,2028-05-27,2450000,
1006,개별(일반),6호선,상수역,623-204,41,플라워,2022-12-15,2028-01-14,2900000,
1007,네트워크,6호선,광흥창역,624-101,40,편의점,2022-02-03,2027-05-04,3992468,
1008,공실,6호선,광흥창역,624-102,25,,,,,2단계. 시설물 점검
1009,임대진행,6호선,광흥창역,624-203,187,,,,,3단계. 감정평가
1010,네트워크,6호선,대흥역,625-101,45,편의점,2022-02-03,2027-05-04,7186443,
1011,개별(일반),6호선,대흥역,625-102,43.67,패션잡화,2019-11-19,2024-12-18,2870000,
1012,임대진행,6호선,대흥역,625-203,23,,,,,5단계. 입찰공고
1013,개별(일반),6호선,공덕(6)역,626-124,36,패션잡화,2023-03-27,2028-04-26,7821000,
1014,개별(일반),6호선,공덕(6)역,626-125,37,패션잡화,2020-02-24,2025-03-25,6671100,
1015,개별(일반),6호선,공덕(6)역,626-126,32,기타,2021-03-13,2026-03-12,2770000,
1016,개별(일반),6호선,공덕(6)역,626-127,27,패션잡화,2022-06-09,2027-07-09,4120000,
